season,station_number,valid_15z_date,MinT
Summer 2015-2016,40913,2016-01-28,23.2
Summer 2015-2016,94029,2016-01-28,15.6
Summer 2015-2016,9225,2016-01-28,17.6
Summer 2015-2016,66062,2016-01-29,22.4
Summer 2015-2016,23090,2016-01-29,12.6
Summer 2015-2016,86338,2016-01-29,14.3
Summer 2015-2016,14015,2016-01-29,24.8
Summer 2015-2016,70351,2016-01-29,15.5
Summer 2015-2016,40913,2016-01-29,23.3
Summer 2015-2016,94029,2016-01-29,17.6
Summer 2015-2016,9225,2016-01-29,19.5
Summer 2015-2016,66062,2016-01-30,19.5
Summer 2015-2016,23090,2016-01-30,13.8
Summer 2015-2016,86338,2016-01-30,12.3
Summer 2015-2016,14015,2016-01-30,26.3
Summer 2015-2016,70351,2016-01-30,12.0
Summer 2015-2016,40913,2016-01-30,23.2
Summer 2015-2016,94029,2016-01-30,17.4
Summer 2015-2016,9225,2016-01-30,25.4
Summer 2015-2016,66062,2016-01-31,19.7
Summer 2015-2016,23090,2016-01-31,14.5
Summer 2015-2016,86338,2016-01-31,15.7
Summer 2015-2016,14015,2016-01-31,23.8
Summer 2015-2016,70351,2016-01-31,10.3
Summer 2015-2016,40913,2016-01-31,23.6
Summer 2015-2016,94029,2016-01-31,16.3
Summer 2015-2016,9225,2016-01-31,19.4
Summer 2015-2016,66062,2016-02-01,21.8
Summer 2015-2016,23090,2016-02-01,15.1
Summer 2015-2016,86338,2016-02-01,12.5
Summer 2015-2016,14015,2016-02-01,24.9
Summer 2015-2016,70351,2016-02-01,12.0
Summer 2015-2016,40913,2016-02-01,24.6
Summer 2015-2016,94029,2016-02-01,17.8
Summer 2015-2016,9225,2016-02-01,9.9
Summer 2015-2016,66062,2016-02-02,17.0
Summer 2015-2016,23090,2016-02-02,19.3
Summer 2015-2016,86338,2016-02-02,15.4
Summer 2015-2016,14015,2016-02-02,24.7
Summer 2015-2016,70351,2016-02-02,9.1
Summer 2015-2016,40913,2016-02-02,23.5
Summer 2015-2016,94029,2016-02-02,17.1
Summer 2015-2016,9225,2016-02-02,10.0
Summer 2015-2016,66062,2016-02-03,19.3
Summer 2015-2016,23090,2016-02-03,16.8
Summer 2015-2016,86338,2016-02-03,17.8
Summer 2015-2016,14015,2016-02-03,26.3
Summer 2015-2016,70351,2016-02-03,14.2
Summer 2015-2016,40913,2016-02-03,24.4
Summer 2015-2016,94029,2016-02-03,17.5
Summer 2015-2016,9225,2016-02-03,16.2
Summer 2015-2016,66062,2016-02-04,19.1
Summer 2015-2016,23090,2016-02-04,15.8
Summer 2015-2016,86338,2016-02-04,17.3
Summer 2015-2016,14015,2016-02-04,26.7
Summer 2015-2016,70351,2016-02-04,14.0
Summer 2015-2016,40913,2016-02-04,24.8
Summer 2015-2016,94029,2016-02-04,10.6
Summer 2015-2016,9225,2016-02-04,16.4
Summer 2015-2016,66062,2016-02-05,19.8
Summer 2015-2016,23090,2016-02-05,13.8
Summer 2015-2016,86338,2016-02-05,15.3
Summer 2015-2016,14015,2016-02-05,25.2
Summer 2015-2016,70351,2016-02-05,10.7
Summer 2015-2016,40913,2016-02-05,21.7
Summer 2015-2016,94029,2016-02-05,15.6
Summer 2015-2016,9225,2016-02-05,15.5
Summer 2015-2016,66062,2016-02-06,19.9
Summer 2015-2016,23090,2016-02-06,16.2
Summer 2015-2016,86338,2016-02-06,16.5
Summer 2015-2016,14015,2016-02-06,25.0
Summer 2015-2016,70351,2016-02-06,12.2
Summer 2015-2016,40913,2016-02-06,22.1
Summer 2015-2016,94029,2016-02-06,16.5
Summer 2015-2016,9225,2016-02-06,19.1
Summer 2015-2016,66062,2016-02-07,19.1
Summer 2015-2016,23090,2016-02-07,17.9
Summer 2015-2016,86338,2016-02-07,19.1
Summer 2015-2016,14015,2016-02-07,26.5
Summer 2015-2016,70351,2016-02-07,9.6
Summer 2015-2016,40913,2016-02-07,21.4
Summer 2015-2016,94029,2016-02-07,16.1
Summer 2015-2016,9225,2016-02-07,20.1
Summer 2015-2016,66062,2016-02-08,19.0
Summer 2015-2016,23090,2016-02-08,15.0
Summer 2015-2016,86338,2016-02-08,19.2
Summer 2015-2016,14015,2016-02-08,26.4
Summer 2015-2016,70351,2016-02-08,11.6
Summer 2015-2016,40913,2016-02-08,19.9
Summer 2015-2016,94029,2016-02-08,15.6
Summer 2015-2016,9225,2016-02-08,21.2
Summer 2015-2016,66062,2016-02-09,21.0
Summer 2015-2016,23090,2016-02-09,16.2
Summer 2015-2016,86338,2016-02-09,17.4
Summer 2015-2016,14015,2016-02-09,26.5
Summer 2015-2016,70351,2016-02-09,13.9
Summer 2015-2016,40913,2016-02-09,20.0
Summer 2015-2016,94029,2016-02-09,13.7
Summer 2015-2016,9225,2016-02-09,19.2
Summer 2015-2016,66062,2016-02-10,19.6
Summer 2015-2016,23090,2016-02-10,16.9
Summer 2015-2016,86338,2016-02-10,17.4
Summer 2015-2016,14015,2016-02-10,26.4
Summer 2015-2016,70351,2016-02-10,11.7
Summer 2015-2016,40913,2016-02-10,21.7
Summer 2015-2016,94029,2016-02-10,14.6
Summer 2015-2016,9225,2016-02-10,21.7
Summer 2015-2016,66062,2016-02-11,20.7
Summer 2015-2016,23090,2016-02-11,15.8
Summer 2015-2016,86338,2016-02-11,18.0
Summer 2015-2016,14015,2016-02-11,25.1
Summer 2015-2016,70351,2016-02-11,14.9
Summer 2015-2016,40913,2016-02-11,20.4
Summer 2015-2016,94029,2016-02-11,13.8
Summer 2015-2016,9225,2016-02-11,20.0
Summer 2015-2016,66062,2016-02-12,21.5
Summer 2015-2016,23090,2016-02-12,15.3
Summer 2015-2016,86338,2016-02-12,16.7
Summer 2015-2016,14015,2016-02-12,23.1
Summer 2015-2016,70351,2016-02-12,14.3
Summer 2015-2016,40913,2016-02-12,20.8
Summer 2015-2016,94029,2016-02-12,14.9
Summer 2015-2016,9225,2016-02-12,19.1
Summer 2015-2016,66062,2016-02-13,20.7
Summer 2015-2016,23090,2016-02-13,16.8
Summer 2015-2016,86338,2016-02-13,17.7
Summer 2015-2016,14015,2016-02-13,25.1
Summer 2015-2016,70351,2016-02-13,14.4
Summer 2015-2016,40913,2016-02-13,20.5
Summer 2015-2016,94029,2016-02-13,17.7
Summer 2015-2016,9225,2016-02-13,19.0
Summer 2015-2016,66062,2016-02-14,21.1
Summer 2015-2016,23090,2016-02-14,15.6
Summer 2015-2016,86338,2016-02-14,16.4
Summer 2015-2016,14015,2016-02-14,24.4
Summer 2015-2016,70351,2016-02-14,15.6
Summer 2015-2016,40913,2016-02-14,20.3
Summer 2015-2016,94029,2016-02-14,14.2
Summer 2015-2016,9225,2016-02-14,16.6
Summer 2015-2016,66062,2016-02-15,22.3
Summer 2015-2016,23090,2016-02-15,15.5
Summer 2015-2016,86338,2016-02-15,14.0
Summer 2015-2016,14015,2016-02-15,23.7
Summer 2015-2016,70351,2016-02-15,14.9
Summer 2015-2016,40913,2016-02-15,20.9
Summer 2015-2016,94029,2016-02-15,11.0
Summer 2015-2016,9225,2016-02-15,17.9
Summer 2015-2016,66062,2016-02-16,21.5
Summer 2015-2016,23090,2016-02-16,15.4
Summer 2015-2016,86338,2016-02-16,13.7
Summer 2015-2016,14015,2016-02-16,22.9
Summer 2015-2016,70351,2016-02-16,9.1
Summer 2015-2016,40913,2016-02-16,21.3
Summer 2015-2016,94029,2016-02-16,8.2
Summer 2015-2016,9225,2016-02-16,19.8
Summer 2015-2016,66062,2016-02-17,19.5
Summer 2015-2016,23090,2016-02-17,13.1
Summer 2015-2016,86338,2016-02-17,12.7
Summer 2015-2016,14015,2016-02-17,27.7
Summer 2015-2016,70351,2016-02-17,10.3
Summer 2015-2016,40913,2016-02-17,24.9
Summer 2015-2016,94029,2016-02-17,10.7
Summer 2015-2016,9225,2016-02-17,19.8
Summer 2015-2016,66062,2016-02-18,18.3
Summer 2015-2016,23090,2016-02-18,14.0
Summer 2015-2016,86338,2016-02-18,15.9
Summer 2015-2016,14015,2016-02-18,26.7
Summer 2015-2016,70351,2016-02-18,8.4
Summer 2015-2016,40913,2016-02-18,24.6
Summer 2015-2016,94029,2016-02-18,13.6
Summer 2015-2016,9225,2016-02-18,18.7
Summer 2015-2016,66062,2016-02-19,20.5
Summer 2015-2016,23090,2016-02-19,15.6
Summer 2015-2016,86338,2016-02-19,15.8
Summer 2015-2016,14015,2016-02-19,25.1
Summer 2015-2016,70351,2016-02-19,15.4
Summer 2015-2016,40913,2016-02-19,26.0
Summer 2015-2016,94029,2016-02-19,13.1
Summer 2015-2016,9225,2016-02-19,19.7
Summer 2015-2016,66062,2016-02-20,23.1
Summer 2015-2016,23090,2016-02-20,13.9
Summer 2015-2016,86338,2016-02-20,15.8
Summer 2015-2016,14015,2016-02-20,22.6
Summer 2015-2016,70351,2016-02-20,14.0
Summer 2015-2016,40913,2016-02-20,22.2
Summer 2015-2016,94029,2016-02-20,12.5
Summer 2015-2016,9225,2016-02-20,19.1
Summer 2015-2016,66062,2016-02-21,21.4
Summer 2015-2016,23090,2016-02-21,17.4
Summer 2015-2016,86338,2016-02-21,12.6
Summer 2015-2016,14015,2016-02-21,27.4
Summer 2015-2016,70351,2016-02-21,15.9
Summer 2015-2016,40913,2016-02-21,22.3
Summer 2015-2016,94029,2016-02-21,11.2
Summer 2015-2016,9225,2016-02-21,18.3
Summer 2015-2016,66062,2016-02-22,20.8
Summer 2015-2016,23090,2016-02-22,23.9
Summer 2015-2016,86338,2016-02-22,15.6
Summer 2015-2016,14015,2016-02-22,26.9
Summer 2015-2016,70351,2016-02-22,13.0
Summer 2015-2016,40913,2016-02-22,21.2
Summer 2015-2016,94029,2016-02-22,16.6
Summer 2015-2016,9225,2016-02-22,18.8
Summer 2015-2016,66062,2016-02-23,21.8
Summer 2015-2016,23090,2016-02-23,22.2
Summer 2015-2016,86338,2016-02-23,18.2
Summer 2015-2016,14015,2016-02-23,27.0
Summer 2015-2016,70351,2016-02-23,15.3
Summer 2015-2016,40913,2016-02-23,20.5
Summer 2015-2016,94029,2016-02-23,15.0
Summer 2015-2016,9225,2016-02-23,13.1
Summer 2015-2016,66062,2016-02-24,20.9
Summer 2015-2016,23090,2016-02-24,22.6
Summer 2015-2016,86338,2016-02-24,22.4
Summer 2015-2016,14015,2016-02-24,24.1
Summer 2015-2016,70351,2016-02-24,14.2
Summer 2015-2016,40913,2016-02-24,20.1
Summer 2015-2016,94029,2016-02-24,21.5
Summer 2015-2016,9225,2016-02-24,12.5
Summer 2015-2016,66062,2016-02-25,21.9
Summer 2015-2016,23090,2016-02-25,19.7
Summer 2015-2016,86338,2016-02-25,19.6
Summer 2015-2016,14015,2016-02-25,23.9
Summer 2015-2016,70351,2016-02-25,15.0
Summer 2015-2016,40913,2016-02-25,19.8
Summer 2015-2016,94029,2016-02-25,14.5
Summer 2015-2016,9225,2016-02-25,14.7
Summer 2015-2016,66062,2016-02-26,23.2
Summer 2015-2016,23090,2016-02-26,14.7
Summer 2015-2016,86338,2016-02-26,15.5
Summer 2015-2016,14015,2016-02-26,27.1
Summer 2015-2016,70351,2016-02-26,16.0
Summer 2015-2016,40913,2016-02-26,20.5
Summer 2015-2016,94029,2016-02-26,14.6
Summer 2015-2016,9225,2016-02-26,17.0
Summer 2015-2016,66062,2016-02-27,22.5
Summer 2015-2016,23090,2016-02-27,13.5
Summer 2015-2016,86338,2016-02-27,18.1
Summer 2015-2016,14015,2016-02-27,25.3
Summer 2015-2016,70351,2016-02-27,14.6
Summer 2015-2016,40913,2016-02-27,21.2
Summer 2015-2016,94029,2016-02-27,15.1
Summer 2015-2016,9225,2016-02-27,20.8
Summer 2015-2016,66062,2016-02-28,20.7
Summer 2015-2016,23090,2016-02-28,13.2
Summer 2015-2016,86338,2016-02-28,17.7
Summer 2015-2016,14015,2016-02-28,25.6
Summer 2015-2016,70351,2016-02-28,12.8
Summer 2015-2016,40913,2016-02-28,23.0
Summer 2015-2016,94029,2016-02-28,17.5
Summer 2015-2016,9225,2016-02-28,21.6
Summer 2015-2016,66062,2016-02-29,20.5
Summer 2015-2016,23090,2016-02-29,13.8
Summer 2015-2016,86338,2016-02-29,15.0
Summer 2015-2016,14015,2016-02-29,26.7
Summer 2015-2016,70351,2016-02-29,17.8
Summer 2015-2016,40913,2016-02-29,23.0
Summer 2015-2016,94029,2016-02-29,11.8
Summer 2015-2016,9225,2016-02-29,17.3
Autumn 2016,66062,2016-03-01,21.3
Autumn 2016,23090,2016-03-01,17.3
Autumn 2016,86338,2016-03-01,17.3
Autumn 2016,14015,2016-03-01,26.6
Autumn 2016,70351,2016-03-01,14.3
Autumn 2016,40913,2016-03-01,22.1
Autumn 2016,94029,2016-03-01,14.8
Autumn 2016,9225,2016-03-01,15.7
Autumn 2016,66062,2016-03-02,20.3
Autumn 2016,23090,2016-03-02,18.1
Autumn 2016,86338,2016-03-02,17.6
Autumn 2016,14015,2016-03-02,26.4
Autumn 2016,70351,2016-03-02,14.0
Autumn 2016,40913,2016-03-02,21.2
Autumn 2016,94029,2016-03-02,18.2
Autumn 2016,9225,2016-03-02,13.3
Autumn 2016,66062,2016-03-03,22.2
Autumn 2016,23090,2016-03-03,17.6
Autumn 2016,86338,2016-03-03,
Autumn 2016,14015,2016-03-03,29.2
Autumn 2016,70351,2016-03-03,12.6
Autumn 2016,40913,2016-03-03,21.8
Autumn 2016,94029,2016-03-03,13.3
Autumn 2016,9225,2016-03-03,15.1
Autumn 2016,66062,2016-03-04,22.8
Autumn 2016,23090,2016-03-04,17.7
Autumn 2016,86338,2016-03-04,16.5
Autumn 2016,14015,2016-03-04,26.1
Autumn 2016,70351,2016-03-04,14.2
Autumn 2016,40913,2016-03-04,20.7
Autumn 2016,94029,2016-03-04,14.3
Autumn 2016,9225,2016-03-04,15.4
Autumn 2016,66062,2016-03-05,20.6
Autumn 2016,23090,2016-03-05,18.9
Autumn 2016,86338,2016-03-05,20.4
Autumn 2016,14015,2016-03-05,26.6
Autumn 2016,70351,2016-03-05,14.3
Autumn 2016,40913,2016-03-05,20.5
Autumn 2016,94029,2016-03-05,13.9
Autumn 2016,9225,2016-03-05,17.3
Autumn 2016,66062,2016-03-06,20.8
Autumn 2016,23090,2016-03-06,22.8
Autumn 2016,86338,2016-03-06,17.4
Autumn 2016,14015,2016-03-06,26.2
Autumn 2016,70351,2016-03-06,13.4
Autumn 2016,40913,2016-03-06,19.6
Autumn 2016,94029,2016-03-06,16.2
Autumn 2016,9225,2016-03-06,18.5
Autumn 2016,66062,2016-03-07,21.0
Autumn 2016,23090,2016-03-07,21.8
Autumn 2016,86338,2016-03-07,18.6
Autumn 2016,14015,2016-03-07,24.6
Autumn 2016,70351,2016-03-07,12.9
Autumn 2016,40913,2016-03-07,20.9
Autumn 2016,94029,2016-03-07,15.9
Autumn 2016,9225,2016-03-07,19.0
Autumn 2016,66062,2016-03-08,22.4
Autumn 2016,23090,2016-03-08,22.1
Autumn 2016,86338,2016-03-08,19.9
Autumn 2016,14015,2016-03-08,27.6
Autumn 2016,70351,2016-03-08,14.5
Autumn 2016,40913,2016-03-08,21.4
Autumn 2016,94029,2016-03-08,13.2
Autumn 2016,9225,2016-03-08,19.5
Autumn 2016,66062,2016-03-09,22.9
Autumn 2016,23090,2016-03-09,22.4
Autumn 2016,86338,2016-03-09,24.0
Autumn 2016,14015,2016-03-09,25.5
Autumn 2016,70351,2016-03-09,11.6
Autumn 2016,40913,2016-03-09,22.1
Autumn 2016,94029,2016-03-09,18.7
Autumn 2016,9225,2016-03-09,17.8
Autumn 2016,66062,2016-03-10,22.0
Autumn 2016,23090,2016-03-10,21.1
Autumn 2016,86338,2016-03-10,18.1
Autumn 2016,14015,2016-03-10,27.3
Autumn 2016,70351,2016-03-10,16.6
Autumn 2016,40913,2016-03-10,20.4
Autumn 2016,94029,2016-03-10,9.7
Autumn 2016,9225,2016-03-10,16.5
Autumn 2016,66062,2016-03-11,22.8
Autumn 2016,23090,2016-03-11,20.3
Autumn 2016,86338,2016-03-11,19.4
Autumn 2016,14015,2016-03-11,26.6
Autumn 2016,70351,2016-03-11,18.9
Autumn 2016,40913,2016-03-11,22.4
Autumn 2016,94029,2016-03-11,15.2
Autumn 2016,9225,2016-03-11,18.7
Autumn 2016,66062,2016-03-12,21.8
Autumn 2016,23090,2016-03-12,20.1
Autumn 2016,86338,2016-03-12,18.7
Autumn 2016,14015,2016-03-12,25.1
Autumn 2016,70351,2016-03-12,14.2
Autumn 2016,40913,2016-03-12,21.4
Autumn 2016,94029,2016-03-12,18.1
Autumn 2016,9225,2016-03-12,18.7
Autumn 2016,66062,2016-03-13,22.6
Autumn 2016,23090,2016-03-13,17.6
Autumn 2016,86338,2016-03-13,17.7
Autumn 2016,14015,2016-03-13,26.8
Autumn 2016,70351,2016-03-13,16.1
Autumn 2016,40913,2016-03-13,22.1
Autumn 2016,94029,2016-03-13,16.4
Autumn 2016,9225,2016-03-13,21.1
Autumn 2016,66062,2016-03-14,21.8
Autumn 2016,23090,2016-03-14,18.4
Autumn 2016,86338,2016-03-14,18.4
Autumn 2016,14015,2016-03-14,26.2
Autumn 2016,70351,2016-03-14,17.0
Autumn 2016,40913,2016-03-14,21.6
Autumn 2016,94029,2016-03-14,13.7
Autumn 2016,9225,2016-03-14,26.0
Autumn 2016,66062,2016-03-15,19.9
Autumn 2016,23090,2016-03-15,15.5
Autumn 2016,86338,2016-03-15,15.1
Autumn 2016,14015,2016-03-15,27.3
Autumn 2016,70351,2016-03-15,15.0
Autumn 2016,40913,2016-03-15,20.5
Autumn 2016,94029,2016-03-15,11.8
Autumn 2016,9225,2016-03-15,22.6
Autumn 2016,66062,2016-03-16,19.7
Autumn 2016,23090,2016-03-16,16.9
Autumn 2016,86338,2016-03-16,15.3
Autumn 2016,14015,2016-03-16,23.5
Autumn 2016,70351,2016-03-16,14.4
Autumn 2016,40913,2016-03-16,21.4
Autumn 2016,94029,2016-03-16,12.9
Autumn 2016,9225,2016-03-16,19.5
Autumn 2016,66062,2016-03-17,19.0
Autumn 2016,23090,2016-03-17,23.4
Autumn 2016,86338,2016-03-17,20.3
Autumn 2016,14015,2016-03-17,27.3
Autumn 2016,70351,2016-03-17,13.4
Autumn 2016,40913,2016-03-17,21.9
Autumn 2016,94029,2016-03-17,11.6
Autumn 2016,9225,2016-03-17,16.2
Autumn 2016,66062,2016-03-18,
Autumn 2016,23090,2016-03-18,14.4
Autumn 2016,86338,2016-03-18,14.8
Autumn 2016,14015,2016-03-18,
Autumn 2016,70351,2016-03-18,14.0
Autumn 2016,40913,2016-03-18,21.3
Autumn 2016,94029,2016-03-18,15.5
Autumn 2016,9225,2016-03-18,16.9
Autumn 2016,66062,2016-03-19,16.2
Autumn 2016,23090,2016-03-19,12.3
Autumn 2016,86338,2016-03-19,12.0
Autumn 2016,14015,2016-03-19,26.8
Autumn 2016,70351,2016-03-19,5.3
Autumn 2016,40913,2016-03-19,22.0
Autumn 2016,94029,2016-03-19,10.5
Autumn 2016,9225,2016-03-19,20.8
Autumn 2016,66062,2016-03-20,17.4
Autumn 2016,23090,2016-03-20,12.0
Autumn 2016,86338,2016-03-20,10.1
Autumn 2016,14015,2016-03-20,25.5
Autumn 2016,70351,2016-03-20,8.2
Autumn 2016,40913,2016-03-20,21.2
Autumn 2016,94029,2016-03-20,12.1
Autumn 2016,9225,2016-03-20,17.1
Autumn 2016,66062,2016-03-21,15.4
Autumn 2016,23090,2016-03-21,11.9
Autumn 2016,86338,2016-03-21,11.2
Autumn 2016,14015,2016-03-21,23.7
Autumn 2016,70351,2016-03-21,7.2
Autumn 2016,40913,2016-03-21,21.2
Autumn 2016,94029,2016-03-21,10.2
Autumn 2016,9225,2016-03-21,19.1
Autumn 2016,66062,2016-03-22,14.3
Autumn 2016,23090,2016-03-22,11.7
Autumn 2016,86338,2016-03-22,11.4
Autumn 2016,14015,2016-03-22,26.8
Autumn 2016,70351,2016-03-22,5.6
Autumn 2016,40913,2016-03-22,19.0
Autumn 2016,94029,2016-03-22,10.1
Autumn 2016,9225,2016-03-22,20.7
Autumn 2016,66062,2016-03-23,14.9
Autumn 2016,23090,2016-03-23,17.7
Autumn 2016,86338,2016-03-23,14.0
Autumn 2016,14015,2016-03-23,26.6
Autumn 2016,70351,2016-03-23,5.8
Autumn 2016,40913,2016-03-23,19.0
Autumn 2016,94029,2016-03-23,11.6
Autumn 2016,9225,2016-03-23,19.2
Autumn 2016,66062,2016-03-24,16.5
Autumn 2016,23090,2016-03-24,18.4
Autumn 2016,86338,2016-03-24,17.6
Autumn 2016,14015,2016-03-24,27.4
Autumn 2016,70351,2016-03-24,10.0
Autumn 2016,40913,2016-03-24,19.9
Autumn 2016,94029,2016-03-24,8.5
Autumn 2016,9225,2016-03-24,18.5
Autumn 2016,66062,2016-03-25,19.5
Autumn 2016,23090,2016-03-25,13.6
Autumn 2016,86338,2016-03-25,15.9
Autumn 2016,14015,2016-03-25,25.5
Autumn 2016,70351,2016-03-25,12.6
Autumn 2016,40913,2016-03-25,19.2
Autumn 2016,94029,2016-03-25,11.4
Autumn 2016,9225,2016-03-25,20.9
Autumn 2016,66062,2016-03-26,17.1
Autumn 2016,23090,2016-03-26,12.5
Autumn 2016,86338,2016-03-26,14.1
Autumn 2016,14015,2016-03-26,24.4
Autumn 2016,70351,2016-03-26,10.6
Autumn 2016,40913,2016-03-26,19.4
Autumn 2016,94029,2016-03-26,14.6
Autumn 2016,9225,2016-03-26,19.9
Autumn 2016,66062,2016-03-27,19.3
Autumn 2016,23090,2016-03-27,15.5
Autumn 2016,86338,2016-03-27,14.3
Autumn 2016,14015,2016-03-27,26.7
Autumn 2016,70351,2016-03-27,11.7
Autumn 2016,40913,2016-03-27,19.9
Autumn 2016,94029,2016-03-27,8.1
Autumn 2016,9225,2016-03-27,16.9
Autumn 2016,66062,2016-03-28,19.4
Autumn 2016,23090,2016-03-28,14.7
Autumn 2016,86338,2016-03-28,9.4
Autumn 2016,14015,2016-03-28,25.9
Autumn 2016,70351,2016-03-28,15.1
Autumn 2016,40913,2016-03-28,19.5
Autumn 2016,94029,2016-03-28,8.5
Autumn 2016,9225,2016-03-28,13.2
Autumn 2016,66062,2016-03-29,20.7
Autumn 2016,23090,2016-03-29,14.3
Autumn 2016,86338,2016-03-29,15.0
Autumn 2016,14015,2016-03-29,25.8
Autumn 2016,70351,2016-03-29,14.7
Autumn 2016,40913,2016-03-29,19.3
Autumn 2016,94029,2016-03-29,7.2
Autumn 2016,9225,2016-03-29,12.7
Autumn 2016,66062,2016-03-30,19.0
Autumn 2016,23090,2016-03-30,9.2
Autumn 2016,86338,2016-03-30,15.5
Autumn 2016,14015,2016-03-30,26.6
Autumn 2016,70351,2016-03-30,13.7
Autumn 2016,40913,2016-03-30,19.5
Autumn 2016,94029,2016-03-30,11.8
Autumn 2016,9225,2016-03-30,13.4
Autumn 2016,66062,2016-03-31,16.5
Autumn 2016,23090,2016-03-31,9.9
Autumn 2016,86338,2016-03-31,11.3
Autumn 2016,14015,2016-03-31,25.8
Autumn 2016,70351,2016-03-31,7.3
Autumn 2016,40913,2016-03-31,20.0
Autumn 2016,94029,2016-03-31,10.1
Autumn 2016,9225,2016-03-31,13.4
Autumn 2016,66062,2016-04-01,16.6
Autumn 2016,23090,2016-04-01,14.1
Autumn 2016,86338,2016-04-01,13.2
Autumn 2016,14015,2016-04-01,23.5
Autumn 2016,70351,2016-04-01,6.7
Autumn 2016,40913,2016-04-01,19.5
Autumn 2016,94029,2016-04-01,17.5
Autumn 2016,9225,2016-04-01,15.8
Autumn 2016,66062,2016-04-02,18.3
Autumn 2016,23090,2016-04-02,15.9
Autumn 2016,86338,2016-04-02,15.2
Autumn 2016,14015,2016-04-02,22.5
Autumn 2016,70351,2016-04-02,13.2
Autumn 2016,40913,2016-04-02,19.9
Autumn 2016,94029,2016-04-02,12.5
Autumn 2016,9225,2016-04-02,14.1
Autumn 2016,66062,2016-04-03,19.5
Autumn 2016,23090,2016-04-03,11.6
Autumn 2016,86338,2016-04-03,11.3
Autumn 2016,14015,2016-04-03,26.0
Autumn 2016,70351,2016-04-03,12.2
Autumn 2016,40913,2016-04-03,19.6
Autumn 2016,94029,2016-04-03,9.5
Autumn 2016,9225,2016-04-03,15.5
Autumn 2016,66062,2016-04-04,18.7
Autumn 2016,23090,2016-04-04,10.5
Autumn 2016,86338,2016-04-04,9.7
Autumn 2016,14015,2016-04-04,24.4
Autumn 2016,70351,2016-04-04,14.0
Autumn 2016,40913,2016-04-04,21.4
Autumn 2016,94029,2016-04-04,11.9
Autumn 2016,9225,2016-04-04,15.3
Autumn 2016,66062,2016-04-05,18.6
Autumn 2016,23090,2016-04-05,14.5
Autumn 2016,86338,2016-04-05,12.3
Autumn 2016,14015,2016-04-05,26.0
Autumn 2016,70351,2016-04-05,10.5
Autumn 2016,40913,2016-04-05,18.9
Autumn 2016,94029,2016-04-05,13.0
Autumn 2016,9225,2016-04-05,13.2
Autumn 2016,66062,2016-04-06,19.9
Autumn 2016,23090,2016-04-06,13.5
Autumn 2016,86338,2016-04-06,13.3
Autumn 2016,14015,2016-04-06,25.9
Autumn 2016,70351,2016-04-06,16.0
Autumn 2016,40913,2016-04-06,18.0
Autumn 2016,94029,2016-04-06,13.0
Autumn 2016,9225,2016-04-06,10.2
Autumn 2016,66062,2016-04-07,19.9
Autumn 2016,23090,2016-04-07,8.8
Autumn 2016,86338,2016-04-07,8.3
Autumn 2016,14015,2016-04-07,23.3
Autumn 2016,70351,2016-04-07,7.9
Autumn 2016,40913,2016-04-07,18.5
Autumn 2016,94029,2016-04-07,6.8
Autumn 2016,9225,2016-04-07,13.7
Autumn 2016,66062,2016-04-08,17.7
Autumn 2016,23090,2016-04-08,8.7
Autumn 2016,86338,2016-04-08,11.9
Autumn 2016,14015,2016-04-08,26.1
Autumn 2016,70351,2016-04-08,8.5
Autumn 2016,40913,2016-04-08,20.1
Autumn 2016,94029,2016-04-08,13.7
Autumn 2016,9225,2016-04-08,15.9
Autumn 2016,66062,2016-04-09,16.0
Autumn 2016,23090,2016-04-09,10.4
Autumn 2016,86338,2016-04-09,10.4
Autumn 2016,14015,2016-04-09,25.3
Autumn 2016,70351,2016-04-09,4.6
Autumn 2016,40913,2016-04-09,19.4
Autumn 2016,94029,2016-04-09,13.5
Autumn 2016,9225,2016-04-09,17.6
Autumn 2016,66062,2016-04-10,16.1
Autumn 2016,23090,2016-04-10,13.0
Autumn 2016,86338,2016-04-10,14.2
Autumn 2016,14015,2016-04-10,26.1
Autumn 2016,70351,2016-04-10,4.1
Autumn 2016,40913,2016-04-10,19.1
Autumn 2016,94029,2016-04-10,14.8
Autumn 2016,9225,2016-04-10,18.0
Autumn 2016,66062,2016-04-11,16.1
Autumn 2016,23090,2016-04-11,15.0
Autumn 2016,86338,2016-04-11,14.5
Autumn 2016,14015,2016-04-11,25.7
Autumn 2016,70351,2016-04-11,2.8
Autumn 2016,40913,2016-04-11,21.7
Autumn 2016,94029,2016-04-11,11.6
Autumn 2016,9225,2016-04-11,21.2
Autumn 2016,66062,2016-04-12,17.4
Autumn 2016,23090,2016-04-12,11.0
Autumn 2016,86338,2016-04-12,14.0
Autumn 2016,14015,2016-04-12,25.6
Autumn 2016,70351,2016-04-12,12.2
Autumn 2016,40913,2016-04-12,20.3
Autumn 2016,94029,2016-04-12,10.6
Autumn 2016,9225,2016-04-12,18.9
Autumn 2016,66062,2016-04-13,15.5
Autumn 2016,23090,2016-04-13,10.4
Autumn 2016,86338,2016-04-13,11.3
Autumn 2016,14015,2016-04-13,26.1
Autumn 2016,70351,2016-04-13,11.5
Autumn 2016,40913,2016-04-13,18.8
Autumn 2016,94029,2016-04-13,9.0
Autumn 2016,9225,2016-04-13,20.0
Autumn 2016,66062,2016-04-14,15.7
