season,station_number,valid_15z_date,MinT
Winter 2015,23090,2015-08-23,6.0
Winter 2015,86338,2015-08-23,7.9
Winter 2015,14015,2015-08-23,20.7
Winter 2015,70351,2015-08-23,10.7
Winter 2015,40913,2015-08-23,16.0
Winter 2015,94029,2015-08-23,7.0
Winter 2015,9225,2015-08-23,5.2
Winter 2015,66062,2015-08-24,15.1
Winter 2015,23090,2015-08-24,9.2
Winter 2015,86338,2015-08-24,8.5
Winter 2015,14015,2015-08-24,21.6
Winter 2015,70351,2015-08-24,7.4
Winter 2015,40913,2015-08-24,17.1
Winter 2015,94029,2015-08-24,1.4
Winter 2015,9225,2015-08-24,8.7
Winter 2015,66062,2015-08-25,12.5
Winter 2015,23090,2015-08-25,8.6
Winter 2015,86338,2015-08-25,9.5
Winter 2015,14015,2015-08-25,23.8
Winter 2015,70351,2015-08-25,6.5
Winter 2015,40913,2015-08-25,16.8
Winter 2015,94029,2015-08-25,1.6
Winter 2015,9225,2015-08-25,8.1
Winter 2015,66062,2015-08-26,12.3
Winter 2015,23090,2015-08-26,8.9
Winter 2015,86338,2015-08-26,9.2
Winter 2015,14015,2015-08-26,23.1
Winter 2015,70351,2015-08-26,7.4
Winter 2015,40913,2015-08-26,15.7
Winter 2015,94029,2015-08-26,3.1
Winter 2015,9225,2015-08-26,7.9
Winter 2015,66062,2015-08-27,11.6
Winter 2015,23090,2015-08-27,4.6
Winter 2015,86338,2015-08-27,9.8
Winter 2015,14015,2015-08-27,20.6
Winter 2015,70351,2015-08-27,6.6
Winter 2015,40913,2015-08-27,16.2
Winter 2015,94029,2015-08-27,4.2
Winter 2015,9225,2015-08-27,9.1
Winter 2015,66062,2015-08-28,10.6
Winter 2015,23090,2015-08-28,6.2
Winter 2015,86338,2015-08-28,8.1
Winter 2015,14015,2015-08-28,21.9
Winter 2015,70351,2015-08-28,5.6
Winter 2015,40913,2015-08-28,14.8
Winter 2015,94029,2015-08-28,4.6
Winter 2015,9225,2015-08-28,11.7
Winter 2015,66062,2015-08-29,9.0
Winter 2015,23090,2015-08-29,4.4
Winter 2015,86338,2015-08-29,6.3
Winter 2015,14015,2015-08-29,21.7
Winter 2015,70351,2015-08-29,4.0
Winter 2015,40913,2015-08-29,11.9
Winter 2015,94029,2015-08-29,3.5
Winter 2015,9225,2015-08-29,12.3
Winter 2015,66062,2015-08-30,8.3
Winter 2015,23090,2015-08-30,6.8
Winter 2015,86338,2015-08-30,8.4
Winter 2015,14015,2015-08-30,22.0
Winter 2015,70351,2015-08-30,-2.9
Winter 2015,40913,2015-08-30,14.1
Winter 2015,94029,2015-08-30,6.0
Winter 2015,9225,2015-08-30,13.8
Winter 2015,66062,2015-08-31,9.6
Winter 2015,23090,2015-08-31,4.1
Winter 2015,86338,2015-08-31,8.1
Winter 2015,14015,2015-08-31,22.6
Winter 2015,70351,2015-08-31,-3.0
Winter 2015,40913,2015-08-31,11.3
Winter 2015,94029,2015-08-31,6.2
Winter 2015,9225,2015-08-31,8.7
Spring 2015,66062,2015-09-01,9.0
Spring 2015,23090,2015-09-01,9.5
Spring 2015,86338,2015-09-01,5.1
Spring 2015,14015,2015-09-01,22.5
Spring 2015,70351,2015-09-01,
Spring 2015,40913,2015-09-01,9.3
Spring 2015,94029,2015-09-01,4.3
Spring 2015,9225,2015-09-01,7.2
Spring 2015,66062,2015-09-02,8.0
Spring 2015,23090,2015-09-02,10.6
Spring 2015,86338,2015-09-02,8.0
Spring 2015,14015,2015-09-02,21.3
Spring 2015,70351,2015-09-02,
Spring 2015,40913,2015-09-02,
Spring 2015,94029,2015-09-02,3.7
Spring 2015,9225,2015-09-02,2.8
Spring 2015,66062,2015-09-03,11.2
Spring 2015,23090,2015-09-03,9.5
Spring 2015,86338,2015-09-03,10.6
Spring 2015,14015,2015-09-03,21.7
Spring 2015,70351,2015-09-03,6.5
Spring 2015,40913,2015-09-03,16.3
Spring 2015,94029,2015-09-03,7.6
Spring 2015,9225,2015-09-03,8.4
Spring 2015,66062,2015-09-04,12.5
Spring 2015,23090,2015-09-04,6.5
Spring 2015,86338,2015-09-04,8.7
Spring 2015,14015,2015-09-04,22.1
Spring 2015,70351,2015-09-04,0.7
Spring 2015,40913,2015-09-04,12.7
Spring 2015,94029,2015-09-04,2.3
Spring 2015,9225,2015-09-04,4.7
Spring 2015,66062,2015-09-05,11.5
Spring 2015,23090,2015-09-05,4.3
Spring 2015,86338,2015-09-05,10.2
Spring 2015,14015,2015-09-05,22.1
Spring 2015,70351,2015-09-05,-0.1
Spring 2015,40913,2015-09-05,12.0
Spring 2015,94029,2015-09-05,6.9
Spring 2015,9225,2015-09-05,13.0
Spring 2015,66062,2015-09-06,12.7
Spring 2015,23090,2015-09-06,10.9
Spring 2015,86338,2015-09-06,5.8
Spring 2015,14015,2015-09-06,21.6
Spring 2015,70351,2015-09-06,4.4
Spring 2015,40913,2015-09-06,13.4
Spring 2015,94029,2015-09-06,5.8
Spring 2015,9225,2015-09-06,5.1
Spring 2015,66062,2015-09-07,11.1
Spring 2015,23090,2015-09-07,9.5
Spring 2015,86338,2015-09-07,9.2
Spring 2015,14015,2015-09-07,22.4
Spring 2015,70351,2015-09-07,3.6
Spring 2015,40913,2015-09-07,13.8
Spring 2015,94029,2015-09-07,7.9
Spring 2015,9225,2015-09-07,5.6
Spring 2015,66062,2015-09-08,10.0
Spring 2015,23090,2015-09-08,11.5
Spring 2015,86338,2015-09-08,8.8
Spring 2015,14015,2015-09-08,21.4
Spring 2015,70351,2015-09-08,3.0
Spring 2015,40913,2015-09-08,14.8
Spring 2015,94029,2015-09-08,7.7
Spring 2015,9225,2015-09-08,8.1
Spring 2015,66062,2015-09-09,9.8
Spring 2015,23090,2015-09-09,10.8
Spring 2015,86338,2015-09-09,10.0
Spring 2015,14015,2015-09-09,21.3
Spring 2015,70351,2015-09-09,
Spring 2015,40913,2015-09-09,10.7
Spring 2015,94029,2015-09-09,5.6
Spring 2015,9225,2015-09-09,7.7
Spring 2015,66062,2015-09-10,11.3
Spring 2015,23090,2015-09-10,5.5
Spring 2015,86338,2015-09-10,10.0
Spring 2015,14015,2015-09-10,20.7
Spring 2015,70351,2015-09-10,1.8
Spring 2015,40913,2015-09-10,11.0
Spring 2015,94029,2015-09-10,10.6
Spring 2015,9225,2015-09-10,15.6
Spring 2015,66062,2015-09-11,14.0
Spring 2015,23090,2015-09-11,10.5
Spring 2015,86338,2015-09-11,5.1
Spring 2015,14015,2015-09-11,18.7
Spring 2015,70351,2015-09-11,0.0
Spring 2015,40913,2015-09-11,13.3
Spring 2015,94029,2015-09-11,7.1
Spring 2015,9225,2015-09-11,10.4
Spring 2015,66062,2015-09-12,10.9
Spring 2015,23090,2015-09-12,15.5
Spring 2015,86338,2015-09-12,12.2
Spring 2015,14015,2015-09-12,19.3
Spring 2015,70351,2015-09-12,-0.5
Spring 2015,40913,2015-09-12,15.7
Spring 2015,94029,2015-09-12,14.7
Spring 2015,9225,2015-09-12,13.5
Spring 2015,66062,2015-09-13,12.4
Spring 2015,23090,2015-09-13,17.1
Spring 2015,86338,2015-09-13,13.2
Spring 2015,14015,2015-09-13,22.2
Spring 2015,70351,2015-09-13,1.0
Spring 2015,40913,2015-09-13,13.2
Spring 2015,94029,2015-09-13,10.0
Spring 2015,9225,2015-09-13,6.2
Spring 2015,66062,2015-09-14,15.3
Spring 2015,23090,2015-09-14,14.7
Spring 2015,86338,2015-09-14,15.4
Spring 2015,14015,2015-09-14,22.3
Spring 2015,70351,2015-09-14,2.0
Spring 2015,40913,2015-09-14,12.7
Spring 2015,94029,2015-09-14,12.9
Spring 2015,9225,2015-09-14,9.5
Spring 2015,66062,2015-09-15,15.8
Spring 2015,23090,2015-09-15,9.4
Spring 2015,86338,2015-09-15,10.8
Spring 2015,14015,2015-09-15,23.2
Spring 2015,70351,2015-09-15,5.0
Spring 2015,40913,2015-09-15,13.4
Spring 2015,94029,2015-09-15,15.0
Spring 2015,9225,2015-09-15,9.0
Spring 2015,66062,2015-09-16,12.4
Spring 2015,23090,2015-09-16,7.2
Spring 2015,86338,2015-09-16,8.9
Spring 2015,14015,2015-09-16,24.8
Spring 2015,70351,2015-09-16,-1.5
Spring 2015,40913,2015-09-16,13.0
Spring 2015,94029,2015-09-16,3.6
Spring 2015,9225,2015-09-16,4.9
Spring 2015,66062,2015-09-17,12.2
Spring 2015,23090,2015-09-17,6.5
Spring 2015,86338,2015-09-17,9.0
Spring 2015,14015,2015-09-17,23.0
Spring 2015,70351,2015-09-17,-1.5
Spring 2015,40913,2015-09-17,16.4
Spring 2015,94029,2015-09-17,4.2
Spring 2015,9225,2015-09-17,7.0
Spring 2015,66062,2015-09-18,13.6
Spring 2015,23090,2015-09-18,7.2
Spring 2015,86338,2015-09-18,10.5
Spring 2015,14015,2015-09-18,23.0
Spring 2015,70351,2015-09-18,3.5
Spring 2015,40913,2015-09-18,12.5
Spring 2015,94029,2015-09-18,8.4
Spring 2015,9225,2015-09-18,7.3
Spring 2015,66062,2015-09-19,12.5
Spring 2015,23090,2015-09-19,5.8
Spring 2015,86338,2015-09-19,6.5
Spring 2015,14015,2015-09-19,22.4
Spring 2015,70351,2015-09-19,3.4
Spring 2015,40913,2015-09-19,13.0
Spring 2015,94029,2015-09-19,6.8
Spring 2015,9225,2015-09-19,12.8
Spring 2015,66062,2015-09-20,12.5
Spring 2015,23090,2015-09-20,8.2
Spring 2015,86338,2015-09-20,8.5
Spring 2015,14015,2015-09-20,23.4
Spring 2015,70351,2015-09-20,3.6
Spring 2015,40913,2015-09-20,13.4
Spring 2015,94029,2015-09-20,5.9
Spring 2015,9225,2015-09-20,7.5
Spring 2015,66062,2015-09-21,12.4
Spring 2015,23090,2015-09-21,9.8
Spring 2015,86338,2015-09-21,14.0
Spring 2015,14015,2015-09-21,22.0
Spring 2015,70351,2015-09-21,2.0
Spring 2015,40913,2015-09-21,14.2
Spring 2015,94029,2015-09-21,8.9
Spring 2015,9225,2015-09-21,9.5
Spring 2015,66062,2015-09-22,14.6
Spring 2015,23090,2015-09-22,8.2
Spring 2015,86338,2015-09-22,7.6
Spring 2015,14015,2015-09-22,21.2
Spring 2015,70351,2015-09-22,4.9
Spring 2015,40913,2015-09-22,13.5
Spring 2015,94029,2015-09-22,4.6
Spring 2015,9225,2015-09-22,10.9
Spring 2015,66062,2015-09-23,10.0
Spring 2015,23090,2015-09-23,5.8
Spring 2015,86338,2015-09-23,8.5
Spring 2015,14015,2015-09-23,22.4
Spring 2015,70351,2015-09-23,2.2
Spring 2015,40913,2015-09-23,14.7
Spring 2015,94029,2015-09-23,5.6
Spring 2015,9225,2015-09-23,10.5
Spring 2015,66062,2015-09-24,8.3
Spring 2015,23090,2015-09-24,7.2
Spring 2015,86338,2015-09-24,5.1
Spring 2015,14015,2015-09-24,21.1
Spring 2015,70351,2015-09-24,1.4
Spring 2015,40913,2015-09-24,11.1
Spring 2015,94029,2015-09-24,5.2
Spring 2015,9225,2015-09-24,13.1
Spring 2015,66062,2015-09-25,10.1
Spring 2015,23090,2015-09-25,10.6
Spring 2015,86338,2015-09-25,5.8
Spring 2015,14015,2015-09-25,21.1
Spring 2015,70351,2015-09-25,0.5
Spring 2015,40913,2015-09-25,9.4
Spring 2015,94029,2015-09-25,8.0
Spring 2015,9225,2015-09-25,14.1
Spring 2015,66062,2015-09-26,11.1
Spring 2015,23090,2015-09-26,7.1
Spring 2015,86338,2015-09-26,6.6
Spring 2015,14015,2015-09-26,23.1
Spring 2015,70351,2015-09-26,0.1
Spring 2015,40913,2015-09-26,13.7
Spring 2015,94029,2015-09-26,7.9
Spring 2015,9225,2015-09-26,10.2
Spring 2015,66062,2015-09-27,12.3
Spring 2015,23090,2015-09-27,7.4
Spring 2015,86338,2015-09-27,9.8
Spring 2015,14015,2015-09-27,24.1
Spring 2015,70351,2015-09-27,1.4
Spring 2015,40913,2015-09-27,12.4
Spring 2015,94029,2015-09-27,8.3
Spring 2015,9225,2015-09-27,14.0
Spring 2015,66062,2015-09-28,10.9
Spring 2015,23090,2015-09-28,10.2
Spring 2015,86338,2015-09-28,8.3
Spring 2015,14015,2015-09-28,22.4
Spring 2015,70351,2015-09-28,3.2
Spring 2015,40913,2015-09-28,11.8
Spring 2015,94029,2015-09-28,10.1
Spring 2015,9225,2015-09-28,12.6
Spring 2015,66062,2015-09-29,11.9
Spring 2015,23090,2015-09-29,5.0
Spring 2015,86338,2015-09-29,9.0
Spring 2015,14015,2015-09-29,23.3
Spring 2015,70351,2015-09-29,2.5
Spring 2015,40913,2015-09-29,13.1
Spring 2015,94029,2015-09-29,8.4
Spring 2015,9225,2015-09-29,12.3
Spring 2015,66062,2015-09-30,16.7
Spring 2015,23090,2015-09-30,7.4
Spring 2015,86338,2015-09-30,11.5
Spring 2015,14015,2015-09-30,24.2
Spring 2015,70351,2015-09-30,1.7
Spring 2015,40913,2015-09-30,12.0
Spring 2015,94029,2015-09-30,8.5
Spring 2015,9225,2015-09-30,11.4
Spring 2015,66062,2015-10-01,16.8
Spring 2015,23090,2015-10-01,7.8
Spring 2015,86338,2015-10-01,6.0
Spring 2015,14015,2015-10-01,24.7
Spring 2015,70351,2015-10-01,11.1
Spring 2015,40913,2015-10-01,14.0
Spring 2015,94029,2015-10-01,6.3
Spring 2015,9225,2015-10-01,11.9
Spring 2015,66062,2015-10-02,16.5
Spring 2015,23090,2015-10-02,8.8
Spring 2015,86338,2015-10-02,9.9
Spring 2015,14015,2015-10-02,23.1
Spring 2015,70351,2015-10-02,0.9
Spring 2015,40913,2015-10-02,14.8
Spring 2015,94029,2015-10-02,11.5
Spring 2015,9225,2015-10-02,12.0
Spring 2015,66062,2015-10-03,14.2
Spring 2015,23090,2015-10-03,15.2
Spring 2015,86338,2015-10-03,17.5
Spring 2015,14015,2015-10-03,22.6
Spring 2015,70351,2015-10-03,2.8
Spring 2015,40913,2015-10-03,15.8
Spring 2015,94029,2015-10-03,18.8
Spring 2015,9225,2015-10-03,14.3
Spring 2015,66062,2015-10-04,19.8
Spring 2015,23090,2015-10-04,15.4
Spring 2015,86338,2015-10-04,13.9
Spring 2015,14015,2015-10-04,22.6
Spring 2015,70351,2015-10-04,6.7
Spring 2015,40913,2015-10-04,14.2
Spring 2015,94029,2015-10-04,13.7
Spring 2015,9225,2015-10-04,15.5
Spring 2015,66062,2015-10-05,16.1
Spring 2015,23090,2015-10-05,14.5
Spring 2015,86338,2015-10-05,12.7
Spring 2015,14015,2015-10-05,24.0
Spring 2015,70351,2015-10-05,9.1
Spring 2015,40913,2015-10-05,13.3
Spring 2015,94029,2015-10-05,12.3
Spring 2015,9225,2015-10-05,15.9
Spring 2015,66062,2015-10-06,20.3
Spring 2015,23090,2015-10-06,18.1
Spring 2015,86338,2015-10-06,22.2
Spring 2015,14015,2015-10-06,22.0
Spring 2015,70351,2015-10-06,6.8
Spring 2015,40913,2015-10-06,12.9
Spring 2015,94029,2015-10-06,12.8
Spring 2015,9225,2015-10-06,5.9
Spring 2015,66062,2015-10-07,19.5
Spring 2015,23090,2015-10-07,11.5
Spring 2015,86338,2015-10-07,11.8
Spring 2015,14015,2015-10-07,23.4
Spring 2015,70351,2015-10-07,7.4
Spring 2015,40913,2015-10-07,14.6
Spring 2015,94029,2015-10-07,7.7
Spring 2015,9225,2015-10-07,10.8
Spring 2015,66062,2015-10-08,17.0
Spring 2015,23090,2015-10-08,13.8
Spring 2015,86338,2015-10-08,7.6
Spring 2015,14015,2015-10-08,23.7
Spring 2015,70351,2015-10-08,8.5
Spring 2015,40913,2015-10-08,17.2
Spring 2015,94029,2015-10-08,4.9
Spring 2015,9225,2015-10-08,9.6
Spring 2015,66062,2015-10-09,16.8
Spring 2015,23090,2015-10-09,15.0
Spring 2015,86338,2015-10-09,12.0
Spring 2015,14015,2015-10-09,24.5
Spring 2015,70351,2015-10-09,7.6
Spring 2015,40913,2015-10-09,18.5
Spring 2015,94029,2015-10-09,6.0
Spring 2015,9225,2015-10-09,13.0
Spring 2015,66062,2015-10-10,15.7
Spring 2015,23090,2015-10-10,18.2
Spring 2015,86338,2015-10-10,17.8
Spring 2015,14015,2015-10-10,24.2
Spring 2015,70351,2015-10-10,5.9
Spring 2015,40913,2015-10-10,17.2
Spring 2015,94029,2015-10-10,7.4
Spring 2015,9225,2015-10-10,14.4
Spring 2015,66062,2015-10-11,15.0
Spring 2015,23090,2015-10-11,14.2
Spring 2015,86338,2015-10-11,16.9
Spring 2015,14015,2015-10-11,23.3
Spring 2015,70351,2015-10-11,6.5
Spring 2015,40913,2015-10-11,14.7
Spring 2015,94029,2015-10-11,9.3
Spring 2015,9225,2015-10-11,16.5
Spring 2015,66062,2015-10-12,16.5
Spring 2015,23090,2015-10-12,12.7
Spring 2015,86338,2015-10-12,11.3
Spring 2015,14015,2015-10-12,24.3
Spring 2015,70351,2015-10-12,7.7
Spring 2015,40913,2015-10-12,15.1
Spring 2015,94029,2015-10-12,8.8
Spring 2015,9225,2015-10-12,17.0
Spring 2015,66062,2015-10-13,17.5
Spring 2015,23090,2015-10-13,9.1
Spring 2015,86338,2015-10-13,7.9
Spring 2015,14015,2015-10-13,23.8
Spring 2015,70351,2015-10-13,11.3
Spring 2015,40913,2015-10-13,16.6
Spring 2015,94029,2015-10-13,4.0
Spring 2015,9225,2015-10-13,15.1
Spring 2015,66062,2015-10-14,16.9
Spring 2015,23090,2015-10-14,8.0
Spring 2015,86338,2015-10-14,11.2
Spring 2015,14015,2015-10-14,23.3
Spring 2015,70351,2015-10-14,11.0
Spring 2015,40913,2015-10-14,18.5
Spring 2015,94029,2015-10-14,7.6
Spring 2015,9225,2015-10-14,15.5
Spring 2015,66062,2015-10-15,16.3
Spring 2015,23090,2015-10-15,18.5
Spring 2015,86338,2015-10-15,17.7
Spring 2015,14015,2015-10-15,23.8
Spring 2015,70351,2015-10-15,7.7
Spring 2015,40913,2015-10-15,17.6
Spring 2015,94029,2015-10-15,11.8
Spring 2015,9225,2015-10-15,12.9
Spring 2015,66062,2015-10-16,17.3
Spring 2015,23090,2015-10-16,17.5
Spring 2015,86338,2015-10-16,17.0
Spring 2015,14015,2015-10-16,23.5
Spring 2015,70351,2015-10-16,8.2
Spring 2015,40913,2015-10-16,16.9
Spring 2015,94029,2015-10-16,11.2
Spring 2015,9225,2015-10-16,6.8
Spring 2015,66062,2015-10-17,19.1
Spring 2015,23090,2015-10-17,13.6
Spring 2015,86338,2015-10-17,11.5
Spring 2015,14015,2015-10-17,23.8
Spring 2015,70351,2015-10-17,11.1
Spring 2015,40913,2015-10-17,16.3
Spring 2015,94029,2015-10-17,6.9
Spring 2015,9225,2015-10-17,9.3
Spring 2015,66062,2015-10-18,18.8
Spring 2015,23090,2015-10-18,11.8
Spring 2015,86338,2015-10-18,12.6
Spring 2015,14015,2015-10-18,23.9
Spring 2015,70351,2015-10-18,11.5
Spring 2015,40913,2015-10-18,17.3
Spring 2015,94029,2015-10-18,8.9
Spring 2015,9225,2015-10-18,13.0
Spring 2015,66062,2015-10-19,19.5
Spring 2015,23090,2015-10-19,20.4
Spring 2015,86338,2015-10-19,8.3
Spring 2015,14015,2015-10-19,23.6
Spring 2015,70351,2015-10-19,12.1
Spring 2015,40913,2015-10-19,15.2
Spring 2015,94029,2015-10-19,5.9
Spring 2015,9225,2015-10-19,11.5
Spring 2015,66062,2015-10-20,18.7
Spring 2015,23090,2015-10-20,20.8
Spring 2015,86338,2015-10-20,12.9
Spring 2015,14015,2015-10-20,23.6
Spring 2015,70351,2015-10-20,9.4
Spring 2015,40913,2015-10-20,14.4
Spring 2015,94029,2015-10-20,9.2
Spring 2015,9225,2015-10-20,9.7
Spring 2015,66062,2015-10-21,19.7
Spring 2015,23090,2015-10-21,14.7
Spring 2015,86338,2015-10-21,14.9
Spring 2015,14015,2015-10-21,22.9
Spring 2015,70351,2015-10-21,15.0
Spring 2015,40913,2015-10-21,15.5
Spring 2015,94029,2015-10-21,9.7
Spring 2015,9225,2015-10-21,12.1
Spring 2015,66062,2015-10-22,18.6
Spring 2015,23090,2015-10-22,12.4
Spring 2015,86338,2015-10-22,11.4
Spring 2015,14015,2015-10-22,24.4
Spring 2015,70351,2015-10-22,12.4
Spring 2015,40913,2015-10-22,16.6
Spring 2015,94029,2015-10-22,5.7
Spring 2015,9225,2015-10-22,14.1
Spring 2015,66062,2015-10-23,14.5
Spring 2015,23090,2015-10-23,8.9
Spring 2015,86338,2015-10-23,11.8
Spring 2015,14015,2015-10-23,24.8
Spring 2015,70351,2015-10-23,9.8
Spring 2015,40913,2015-10-23,18.9
Spring 2015,94029,2015-10-23,4.8
Spring 2015,9225,2015-10-23,16.7
Spring 2015,66062,2015-10-24,12.9
Spring 2015,23090,2015-10-24,12.5
Spring 2015,86338,2015-10-24,9.2
Spring 2015,14015,2015-10-24,25.2
Spring 2015,70351,2015-10-24,6.8
Spring 2015,40913,2015-10-24,17.4
Spring 2015,94029,2015-10-24,5.9
Spring 2015,9225,2015-10-24,15.1
Spring 2015,66062,2015-10-25,15.2
Spring 2015,23090,2015-10-25,21.4
Spring 2015,86338,2015-10-25,10.2
Spring 2015,14015,2015-10-25,23.8
Spring 2015,70351,2015-10-25,4.7
Spring 2015,40913,2015-10-25,18.4
Spring 2015,94029,2015-10-25,7.6
Spring 2015,9225,2015-10-25,15.1
Spring 2015,66062,2015-10-26,17.5
Spring 2015,23090,2015-10-26,13.6
Spring 2015,86338,2015-10-26,13.9
Spring 2015,14015,2015-10-26,24.9
Spring 2015,70351,2015-10-26,7.6
Spring 2015,40913,2015-10-26,17.9
Spring 2015,94029,2015-10-26,9.5
Spring 2015,9225,2015-10-26,14.2
Spring 2015,66062,2015-10-27,15.5
Spring 2015,23090,2015-10-27,10.6
Spring 2015,86338,2015-10-27,10.4
Spring 2015,14015,2015-10-27,26.1
Spring 2015,70351,2015-10-27,9.6
Spring 2015,40913,2015-10-27,17.9
Spring 2015,94029,2015-10-27,7.1
Spring 2015,9225,2015-10-27,15.4
Spring 2015,66062,2015-10-28,13.4
Spring 2015,23090,2015-10-28,14.0
Spring 2015,86338,2015-10-28,10.1
Spring 2015,14015,2015-10-28,25.6
Spring 2015,70351,2015-10-28,8.0
Spring 2015,40913,2015-10-28,17.6
Spring 2015,94029,2015-10-28,6.2
Spring 2015,9225,2015-10-28,17.2
Spring 2015,66062,2015-10-29,15.7
Spring 2015,23090,2015-10-29,13.7
Spring 2015,86338,2015-10-29,13.7
Spring 2015,14015,2015-10-29,24.8
Spring 2015,70351,2015-10-29,5.2
Spring 2015,40913,2015-10-29,17.3
Spring 2015,94029,2015-10-29,10.1
Spring 2015,9225,2015-10-29,15.8
Spring 2015,66062,2015-10-30,14.1
Spring 2015,23090,2015-10-30,16.6
Spring 2015,86338,2015-10-30,12.6
Spring 2015,14015,2015-10-30,25.8
Spring 2015,70351,2015-10-30,5.0
Spring 2015,40913,2015-10-30,18.0
Spring 2015,94029,2015-10-30,11.5
Spring 2015,9225,2015-10-30,17.6
Spring 2015,66062,2015-10-31,17.1
Spring 2015,23090,2015-10-31,15.0
Spring 2015,86338,2015-10-31,15.7
Spring 2015,14015,2015-10-31,26.4
Spring 2015,70351,2015-10-31,8.9
Spring 2015,40913,2015-10-31,16.2
Spring 2015,94029,2015-10-31,11.8
Spring 2015,9225,2015-10-31,16.8
Spring 2015,66062,2015-11-01,17.5
Spring 2015,23090,2015-11-01,15.5
Spring 2015,86338,2015-11-01,19.8
Spring 2015,14015,2015-11-01,25.6
Spring 2015,70351,2015-11-01,8.9
Spring 2015,40913,2015-11-01,16.6
Spring 2015,94029,2015-11-01,13.8
Spring 2015,9225,2015-11-01,12.6
Spring 2015,66062,2015-11-02,18.2
Spring 2015,23090,2015-11-02,15.5
Spring 2015,86338,2015-11-02,14.5
Spring 2015,14015,2015-11-02,25.1
Spring 2015,70351,2015-11-02,14.0
Spring 2015,40913,2015-11-02,18.8
Spring 2015,94029,2015-11-02,8.4
Spring 2015,9225,2015-11-02,14.6
Spring 2015,66062,2015-11-03,18.6
Spring 2015,23090,2015-11-03,15.8
Spring 2015,86338,2015-11-03,8.0
Spring 2015,14015,2015-11-03,25.4
Spring 2015,70351,2015-11-03,13.8
Spring 2015,40913,2015-11-03,18.3
Spring 2015,94029,2015-11-03,4.9
Spring 2015,9225,2015-11-03,13.5
Spring 2015,66062,2015-11-04,17.1
Spring 2015,23090,2015-11-04,18.4
Spring 2015,86338,2015-11-04,10.9
Spring 2015,14015,2015-11-04,26.4
Spring 2015,70351,2015-11-04,13.9
Spring 2015,40913,2015-11-04,20.1
Spring 2015,94029,2015-11-04,
Spring 2015,9225,2015-11-04,14.6
Spring 2015,66062,2015-11-05,16.0
Spring 2015,23090,2015-11-05,15.5
Spring 2015,86338,2015-11-05,17.9
Spring 2015,14015,2015-11-05,26.3
Spring 2015,70351,2015-11-05,13.5
Spring 2015,40913,2015-11-05,22.1
Spring 2015,94029,2015-11-05,11.1
Spring 2015,9225,2015-11-05,11.8
Spring 2015,66062,2015-11-06,
Spring 2015,23090,2015-11-06,14.4
Spring 2015,86338,2015-11-06,16.5
Spring 2015,14015,2015-11-06,26.3
Spring 2015,70351,2015-11-06,15.5
Spring 2015,40913,2015-11-06,19.8
Spring 2015,94029,2015-11-06,15.2
Spring 2015,9225,2015-11-06,17.0
Spring 2015,66062,2015-11-07,18.4
Spring 2015,23090,2015-11-07,9.3
Spring 2015,86338,2015-11-07,11.9
Spring 2015,14015,2015-11-07,27.5
Spring 2015,70351,2015-11-07,9.6
Spring 2015,40913,2015-11-07,19.5
Spring 2015,94029,2015-11-07,11.2
Spring 2015,9225,2015-11-07,17.3
Spring 2015,66062,2015-11-08,16.2
Spring 2015,23090,2015-11-08,15.0
Spring 2015,86338,2015-11-08,8.5
Spring 2015,14015,2015-11-08,27.2
Spring 2015,70351,2015-11-08,10.2
Spring 2015,40913,2015-11-08,22.1
Spring 2015,94029,2015-11-08,7.2
Spring 2015,9225,2015-11-08,14.1
Spring 2015,66062,2015-11-09,13.7
Spring 2015,23090,2015-11-09,20.5
Spring 2015,86338,2015-11-09,13.6
Spring 2015,14015,2015-11-09,
Spring 2015,70351,2015-11-09,9.7
Spring 2015,40913,2015-11-09,18.3
Spring 2015,94029,2015-11-09,18.1
Spring 2015,9225,2015-11-09,15.5
Spring 2015,66062,2015-11-10,15.2
Spring 2015,23090,2015-11-10,19.1
Spring 2015,86338,2015-11-10,15.1
Spring 2015,14015,2015-11-10,
Spring 2015,70351,2015-11-10,9.7
Spring 2015,40913,2015-11-10,17.0
Spring 2015,94029,2015-11-10,11.5
Spring 2015,9225,2015-11-10,17.3
Spring 2015,66062,2015-11-11,18.5
Spring 2015,23090,2015-11-11,15.7
Spring 2015,86338,2015-11-11,11.5
Spring 2015,14015,2015-11-11,
Spring 2015,70351,2015-11-11,13.2
Spring 2015,40913,2015-11-11,17.3
Spring 2015,94029,2015-11-11,6.1
Spring 2015,9225,2015-11-11,15.4
Spring 2015,66062,2015-11-12,18.6
Spring 2015,23090,2015-11-12,15.4
Spring 2015,86338,2015-11-12,13.7
Spring 2015,14015,2015-11-12,24.5
Spring 2015,70351,2015-11-12,13.7
Spring 2015,40913,2015-11-12,17.2
Spring 2015,94029,2015-11-12,11.7
Spring 2015,9225,2015-11-12,16.0
Spring 2015,66062,2015-11-13,18.0
Spring 2015,23090,2015-11-13,11.0
Spring 2015,86338,2015-11-13,13.5
Spring 2015,14015,2015-11-13,27.2
Spring 2015,70351,2015-11-13,12.3
Spring 2015,40913,2015-11-13,19.0
Spring 2015,94029,2015-11-13,11.4
Spring 2015,9225,2015-11-13,20.5
Spring 2015,66062,2015-11-14,17.7
Spring 2015,23090,2015-11-14,
Spring 2015,86338,2015-11-14,12.1
